triplet,ft,q,d,seed,ap50,lat_p50_ms,src,planes_s1,planes_s2,planes_s3,total_prune_pct,build_success
T8_narrow_deep,8,mix_s2,D1_default_4gb,-1,0.5433459868070168,10.61496752881433,e2e_bench_v1,24,48,192,0.4107142857142857,True
T1_base,8,int8_pc_wo,D1_default_4gb,-1,0.5449619110523779,7.510941564123536,e2e_bench_v1,64,128,256,0.0,True
T2_p25,8,int8_pc_wo,D1_default_4gb,-1,0.5547045362850451,10.049988643512833,e2e_bench_v1,48,96,192,0.25,True
T3_p37,8,int8_pc_wo,D1_default_4gb,-1,0.5287093011531845,9.314039610747656,e2e_bench_v1,40,80,160,0.375,True
T4_p50,8,int8_pc_wo,D1_default_4gb,-1,0.5556769834119208,7.711104993634483,e2e_bench_v1,32,64,128,0.5,True
T5_p62,8,int8_pc_wo,D1_default_4gb,-1,0.5385085333497419,7.6285855305566805,e2e_bench_v1,24,56,128,0.5357142857142857,True
T6_p75,8,int8_pc_wo,D1_default_4gb,-1,0.5401019385613368,6.577052138923126,e2e_bench_v1,16,32,64,0.75,True
T7_wide_shallow,8,int8_pc_wo,D1_default_4gb,-1,0.5279677695490502,8.318851599174437,e2e_bench_v1,48,64,128,0.4642857142857143,True
T8_narrow_deep,8,int8_pc_wo,D1_default_4gb,-1,0.5364402176715186,9.47597839476926,e2e_bench_v1,24,48,192,0.4107142857142857,True
T10_p11,8,fp16,D10_cublas_lt_8gb,-1,0.5409700302254652,7.308296085384284,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D11_all_enabled_4gb,-1,0.5409700302254652,7.4830639555027085,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D12_edge_only_4gb,-1,0.5409700302254652,7.5015321879493895,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D13_with_cudnn_1gb,-1,0.5409700302254652,8.579456491431268,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D14_with_cudnn_16gb,-1,0.5409700302254652,8.425991149338897,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D15_cublas_lt_1gb,-1,0.5409700302254652,8.955293384366565,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D16_all_enabled_8gb,-1,0.5409700302254652,7.107669103886403,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D17_all_enabled_16gb,-1,0.5409700302254652,7.642840874524425,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D18_edge_only_1gb,-1,0.5409700302254652,10.561647279002813,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D19_edge_only_8gb,-1,0.5409700302254652,8.620444418391546,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D1_default_4gb,-1,0.5409700302254652,8.38050158978115,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D20_edge_only_16gb,-1,0.5409700302254652,8.073188295814536,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D21_default_4gb_BL0,-1,0.5409700302254652,9.78635410356507,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D22_cublas_lt_8gb_BL0,-1,0.5409700302254652,9.281741700266572,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D23_all_enabled_4gb_BL0,-1,0.5409700302254652,11.308417873180618,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D24_edge_only_4gb_BL0,-1,0.5409700302254652,10.264685171841094,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D25_default_4gb_BL3,-1,0.5409700302254652,8.493867427717188,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D26_cublas_lt_8gb_BL3,-1,0.5409700302254652,8.855733024445366,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D27_all_enabled_4gb_BL3,-1,0.5409700302254652,8.744079165395132,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D28_edge_only_4gb_BL3,-1,0.5409700302254652,10.607524765918447,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D29_default_4gb_BL5,-1,0.5409700302254652,8.177517550997043,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D2_with_cudnn_8gb,-1,0.5409700302254652,7.940049450627979,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D30_cublas_lt_8gb_BL5,-1,0.5409700302254652,8.511072905850511,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D31_all_enabled_4gb_BL5,-1,0.5409700302254652,8.635310128527955,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D32_edge_only_4gb_BL5,-1,0.5409700302254652,8.758837667206212,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D3_cublas_lt_16gb,-1,0.5409700302254652,7.685184117798503,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D4_all_enabled_1gb,-1,0.5409700302254652,6.412229403919155,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D5_default_1gb,-1,0.5409700302254652,7.7511568601613785,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D6_default_8gb,-1,0.5409700302254652,7.445456447430238,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D7_default_16gb,-1,0.5409700302254652,7.137641566198413,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D8_with_cudnn_4gb,-1,0.5409700302254652,8.364414102067599,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp16,D9_cublas_lt_4gb,-1,0.5409700302254652,7.399936212549847,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D10_cublas_lt_8gb,-1,0.5407427926627923,9.57456383074469,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D11_all_enabled_4gb,-1,0.5407427926627923,9.683007387166334,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D12_edge_only_4gb,-1,0.5407427926627923,9.636882275846117,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D13_with_cudnn_1gb,-1,0.5407427926627923,10.799392642157803,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D14_with_cudnn_16gb,-1,0.5407427926627923,10.54308484336666,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D15_cublas_lt_1gb,-1,0.5407427926627923,11.325502880641658,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D16_all_enabled_8gb,-1,0.5407427926627923,10.368668372658236,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D17_all_enabled_16gb,-1,0.5407427926627923,11.211428481737144,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D18_edge_only_1gb,-1,0.5407427926627923,10.52878728375187,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D19_edge_only_8gb,-1,0.5407427926627923,13.454314529583348,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D1_default_4gb,-1,0.5407427926627923,10.115682950218702,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D20_edge_only_16gb,-1,0.5407427926627923,11.077767032343758,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D21_default_4gb_BL0,-1,0.5407427926627923,15.063371604339455,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D22_cublas_lt_8gb_BL0,-1,0.5407427926627923,16.19438443525323,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D23_all_enabled_4gb_BL0,-1,0.5407427926627923,14.493005675461022,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D24_edge_only_4gb_BL0,-1,0.5407427926627923,20.215415467218683,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D25_default_4gb_BL3,-1,0.5407427926627923,27.368317341113233,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D26_cublas_lt_8gb_BL3,-1,0.5407427926627923,39.61698300827599,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D27_all_enabled_4gb_BL3,-1,0.5407427926627923,27.21317988728301,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D28_edge_only_4gb_BL3,-1,0.5407427926627923,17.09609200432873,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D29_default_4gb_BL5,-1,0.5407427926627923,11.010463243220032,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D2_with_cudnn_8gb,-1,0.5407427926627923,9.122739157168374,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D30_cublas_lt_8gb_BL5,-1,0.5407427926627923,14.561445660325159,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D31_all_enabled_4gb_BL5,-1,0.5407427926627923,10.656436487638533,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D32_edge_only_4gb_BL5,-1,0.5407427926627923,10.778603179256795,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D3_cublas_lt_16gb,-1,0.5407427926627923,9.292229466031326,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D4_all_enabled_1gb,-1,0.5407427926627923,9.452778644282487,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D5_default_1gb,-1,0.5407427926627923,9.461865842096598,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D6_default_8gb,-1,0.5407427926627923,9.37033240317167,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D7_default_16gb,-1,0.5407427926627923,10.543818528230547,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D8_with_cudnn_4gb,-1,0.5407427926627923,9.614284519367496,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,fp32,D9_cublas_lt_4gb,-1,0.5407427926627923,10.210176482900506,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D10_cublas_lt_8gb,-1,0.0126906749779438,4.981332456618821,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D11_all_enabled_4gb,-1,0.0126906749779438,4.493782178289011,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D12_edge_only_4gb,-1,0.0126906749779438,4.244712785754065,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D13_with_cudnn_1gb,-1,0.0126906749779438,3.445043460945781,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D14_with_cudnn_16gb,-1,0.0126906749779438,3.6171336386194124,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D15_cublas_lt_1gb,-1,0.0126906749779438,4.042074764640092,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D16_all_enabled_8gb,-1,0.0126906749779438,3.8216088285278516,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D17_all_enabled_16gb,-1,0.0126906749779438,3.8269118390492727,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D18_edge_only_1gb,-1,0.0126906749779438,3.7570736303775933,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D19_edge_only_8gb,-1,0.0126906749779438,4.086623337561626,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D1_default_4gb,-1,0.0126906749779438,3.0680803972059607,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D20_edge_only_16gb,-1,0.0126906749779438,3.850390756905964,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D21_default_4gb_BL0,-1,0.0126906749779438,11.231424627594038,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D22_cublas_lt_8gb_BL0,-1,0.0126906749779438,5.172890947699487,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D23_all_enabled_4gb_BL0,-1,0.0126906749779438,8.449235724382552,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D24_edge_only_4gb_BL0,-1,0.0126906749779438,22.234920832564377,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D25_default_4gb_BL3,-1,0.0126906749779438,3.9483149776170023,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D26_cublas_lt_8gb_BL3,-1,0.0126906749779438,4.981908200370355,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D27_all_enabled_4gb_BL3,-1,0.0126906749779438,14.059081885716536,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D28_edge_only_4gb_BL3,-1,0.0126906749779438,5.838863710411045,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D29_default_4gb_BL5,-1,0.0126906749779438,3.3855635507519675,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D2_with_cudnn_8gb,-1,0.0126906749779438,3.741384993379619,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D30_cublas_lt_8gb_BL5,-1,0.0126906749779438,3.721207159602575,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D31_all_enabled_4gb_BL5,-1,0.0126906749779438,3.8466095214356164,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D32_edge_only_4gb_BL5,-1,0.0126906749779438,3.6804053745695766,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D3_cublas_lt_16gb,-1,0.0126906749779438,3.646742929785976,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D4_all_enabled_1gb,-1,0.0126906749779438,3.667617068503018,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D5_default_1gb,-1,0.0126906749779438,3.6599657573603737,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D6_default_8gb,-1,0.0126906749779438,3.868268439261996,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D7_default_16gb,-1,0.0126906749779438,3.508394008084041,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D8_with_cudnn_4gb,-1,0.0126906749779438,3.6189348461446036,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_ent,D9_cublas_lt_4gb,-1,0.0126906749779438,3.7077575185906966,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D10_cublas_lt_8gb,-1,0.5359424174128213,8.036117526611603,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D11_all_enabled_4gb,-1,0.5359424174128213,7.388514701666553,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D12_edge_only_4gb,-1,0.5359424174128213,7.956417925173072,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D13_with_cudnn_1gb,-1,0.5359424174128213,7.816725917449121,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D14_with_cudnn_16gb,-1,0.5359424174128213,8.126322051018676,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D15_cublas_lt_1gb,-1,0.5359424174128213,8.021137301015637,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D16_all_enabled_8gb,-1,0.5359424174128213,7.873290413402859,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D17_all_enabled_16gb,-1,0.5359424174128213,7.776321877515155,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D18_edge_only_1gb,-1,0.5359424174128213,7.933529714638869,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D19_edge_only_8gb,-1,0.5359424174128213,8.128693475097748,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D1_default_4gb,-1,0.5359424174128213,6.880830213450234,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D20_edge_only_16gb,-1,0.5359424174128213,7.9607249673013225,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D21_default_4gb_BL0,-1,0.5359424174128213,9.42873198640754,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D22_cublas_lt_8gb_BL0,-1,0.5359424174128213,12.93848526565298,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D23_all_enabled_4gb_BL0,-1,0.5359424174128213,8.458977343475082,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D24_edge_only_4gb_BL0,-1,0.5359424174128213,9.050142313487878,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D25_default_4gb_BL3,-1,0.5359424174128213,8.076578890407285,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D26_cublas_lt_8gb_BL3,-1,0.5359424174128213,10.996176629385962,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D27_all_enabled_4gb_BL3,-1,0.5359424174128213,8.726696447972744,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D28_edge_only_4gb_BL3,-1,0.5359424174128213,8.253528589810358,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D29_default_4gb_BL5,-1,0.5359424174128213,8.107268896219662,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D2_with_cudnn_8gb,-1,0.5359424174128213,7.602440991753633,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D30_cublas_lt_8gb_BL5,-1,0.5359424174128213,7.767690137519185,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D31_all_enabled_4gb_BL5,-1,0.5359424174128213,7.700369386719481,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D32_edge_only_4gb_BL5,-1,0.5359424174128213,8.21432825277131,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D3_cublas_lt_16gb,-1,0.5359424174128213,7.434004623950877,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D4_all_enabled_1gb,-1,0.5359424174128213,7.528136409831745,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D5_default_1gb,-1,0.5359424174128213,6.845123602396888,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D6_default_8gb,-1,0.5359424174128213,7.327789616229002,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D7_default_16gb,-1,0.5359424174128213,7.269375429801822,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D8_with_cudnn_4gb,-1,0.5359424174128213,7.180173530433883,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_mm,D9_cublas_lt_4gb,-1,0.5359424174128213,7.552653322638776,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D10_cublas_lt_8gb,-1,0.5406028739673489,6.929214608170238,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D11_all_enabled_4gb,-1,0.5406028739673489,7.481821045315146,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D12_edge_only_4gb,-1,0.5406028739673489,10.328711235055646,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D13_with_cudnn_1gb,-1,0.5406028739673489,8.03085131842486,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D14_with_cudnn_16gb,-1,0.5406028739673489,7.81785645321052,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D15_cublas_lt_1gb,-1,0.5406028739673489,8.049928878878355,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D16_all_enabled_8gb,-1,0.5406028739673489,7.7298987847053136,e2e_bench_v1,16,128,256,0.1071428571428571,True
T10_p11,8,int8_pc_wo,D17_all_enabled_16gb,-1,0.5406028739673489,8.069507509887163,e2e_bench_v1,16,128,256,0.1071428571428571,True
