config_id,model_class,source,is_pareto,predicted_lat_ms,predicted_amota,prune_object,prune_rate__backbone,prune_criterion__backbone,q_bits__backbone,q_granularity__backbone,q_object__backbone,d_routing__backbone,prune_rate__encoder,prune_criterion__encoder,q_bits__encoder,q_granularity__encoder,q_object__encoder,d_routing__encoder,prune_rate__decoder,prune_criterion__decoder,q_bits__decoder,q_granularity__decoder,q_object__decoder,d_routing__decoder,prune_rate__heads,prune_criterion__heads,q_bits__heads,q_granularity__heads,q_object__heads,d_routing__heads,prune_rate__v2x_comm,prune_criterion__v2x_comm,q_bits__v2x_comm,q_granularity__v2x_comm,q_object__v2x_comm,d_routing__v2x_comm
m4_7_v2_pyramid_0010,pyramid_fusion,m4_7_v2_pyramid_pareto,False,497.3866597162518,0.3038932764052946,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_v2_pyramid_0011,pyramid_fusion,m4_7_v2_pyramid_pareto,False,449.4206988779856,0.48730349047085875,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0012,pyramid_fusion,m4_7_v2_pyramid_pareto,False,497.3866597162518,0.3038932764052946,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0013,pyramid_fusion,m4_7_v2_pyramid_pareto,True,120.27667478504864,0.3144340574617579,channel,0.5,FPGM,FP16,per-channel,W-only,GPU,0.2,L1,INT8,per-tensor,W+A,GPU,0.4,L1,INT8,per-tensor,W+A,GPU,0.375,L1,FP32,none,none,GPU,0.15,L1,FP16,per-tensor,W+A,GPU
m4_7_v2_pyramid_0014,pyramid_fusion,m4_7_v2_pyramid_pareto,False,309.4730743823578,0.4414574744959685,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0015,pyramid_fusion,m4_7_v2_pyramid_pareto,False,497.8683754234144,0.3038932764052946,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_v2_pyramid_0016,pyramid_fusion,m4_7_v2_pyramid_pareto,False,405.69547130353095,0.32090179964994825,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0017,pyramid_fusion,m4_7_v2_pyramid_pareto,False,266.2295625150657,0.6489784001166827,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_v2_pyramid_0018,pyramid_fusion,m4_7_v2_pyramid_pareto,False,497.8683754234144,0.3038932764052946,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_v2_pyramid_0019,pyramid_fusion,m4_7_v2_pyramid_pareto,False,436.7884288070647,0.3305297461635974,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0020,pyramid_fusion,m4_7_v2_pyramid_pareto,False,432.4681251562965,0.3691014355539919,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0021,pyramid_fusion,m4_7_v2_pyramid_pareto,False,305.1527707315896,0.48002916388636296,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0022,pyramid_fusion,m4_7_v2_pyramid_pareto,False,497.3866597162518,0.32090179964994825,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU
m4_7_v2_pyramid_0023,pyramid_fusion,m4_7_v2_pyramid_pareto,False,266.2295625150657,0.6489784001166827,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_v2_pyramid_0024,pyramid_fusion,m4_7_v2_pyramid_pareto,False,336.5411834822479,0.3616992214208572,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0025,pyramid_fusion,m4_7_v2_pyramid_pareto,False,476.4882222086374,0.3691014355539919,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU
m4_7_v2_pyramid_0026,pyramid_fusion,m4_7_v2_pyramid_pareto,False,398.4533551719157,0.28486792784553483,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0027,pyramid_fusion,m4_7_v2_pyramid_pareto,True,98.02968549800786,0.30294540106964774,channel,0.4,FPGM,FP32,none,none,GPU,0.297,L1,INT8,per-channel,W+A,GPU,0.05,L1,FP16,per-channel,W+A,GPU,0.125,L1,FP32,none,none,GPU,0.375,L1,FP32,none,none,GPU
m4_7_v2_pyramid_0028,pyramid_fusion,m4_7_v2_pyramid_pareto,False,389.2246132890044,0.3691014355539919,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_v2_pyramid_0029,pyramid_fusion,m4_7_v2_pyramid_pareto,False,480.8085258594056,0.3231275320304627,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_v2_pyramid_0030,pyramid_fusion,m4_7_v2_pyramid_pareto,False,121.05552621751852,0.2653622423697514,channel,0.75,L1,INT8,per-channel,W-only,GPU,0.8,L1,FP16,per-channel,W+A,GPU,0.7,L1,FP32,none,none,GPU,0.5,L1,FP16,per-channel,W+A,GPU,0.625,L1,FP32,none,none,GPU
m4_7_v2_pyramid_0031,pyramid_fusion,m4_7_v2_pyramid_pareto,False,287.56018129192285,0.7548078493032353,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_v2_pyramid_0032,pyramid_fusion,m4_7_v2_pyramid_pareto,False,476.4882222086374,0.3691014355539919,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_v2_pyramid_0033,pyramid_fusion,m4_7_v2_pyramid_pareto,False,266.2295625150657,0.45846599774062213,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0034,pyramid_fusion,m4_7_v2_pyramid_pareto,False,406.17718701069356,0.32090179964994825,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0035,pyramid_fusion,m4_7_v2_pyramid_pareto,False,336.5411834822479,0.7692688271384793,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU
m4_7_v2_pyramid_0036,pyramid_fusion,m4_7_v2_pyramid_pareto,False,454.14314784895976,0.32090179964994825,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0037,pyramid_fusion,m4_7_v2_pyramid_pareto,False,454.14314784895976,0.48730349047085875,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU
m4_7_v2_pyramid_0038,pyramid_fusion,m4_7_v2_pyramid_pareto,False,305.1527707315896,0.663439377951927,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0039,pyramid_fusion,m4_7_v2_pyramid_pareto,False,119.22973003989496,0.2641874754684561,channel,0.7,L1,INT8,per-tensor,W+A,GPU,0.625,L1,INT8,per-tensor,W+A,GPU,0.55,L1,FP32,none,none,GPU,0.5,L1,INT8,per-tensor,W-only,GPU,0.25,L1,INT8,per-channel,W-only,GPU
m4_7_v2_pyramid_0040,pyramid_fusion,m4_7_v2_pyramid_pareto,True,96.33487107300587,0.2641874754684561,channel,0.75,FPGM,FP32,none,none,GPU,0.8,L1,INT8,per-channel,W+A,GPU,0.75,L1,FP16,per-tensor,W+A,GPU,0.7,L1,FP16,per-tensor,W-only,GPU,0.75,L1,FP16,per-tensor,W-only,GPU
m4_7_v2_pyramid_0041,pyramid_fusion,m4_7_v2_pyramid_pareto,False,454.62486355612236,0.32090179964994825,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_v2_pyramid_0042,pyramid_fusion,m4_7_v2_pyramid_pareto,False,436.7884288070647,0.30773912584178625,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0043,pyramid_fusion,m4_7_v2_pyramid_pareto,False,432.4681251562965,0.34631081523218077,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_v2_pyramid_0044,pyramid_fusion,m4_7_v2_pyramid_pareto,True,139.08228661191993,0.897205078715504,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0045,pyramid_fusion,m4_7_v2_pyramid_pareto,False,454.14314784895976,0.48730349047085875,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0046,pyramid_fusion,m4_7_v2_pyramid_pareto,False,449.4206988779856,0.32090179964994825,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_v2_pyramid_0047,pyramid_fusion,m4_7_v2_pyramid_pareto,False,287.56018129192285,0.7548078493032353,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_v2_pyramid_0048,pyramid_fusion,m4_7_v2_pyramid_pareto,False,266.2295625150657,0.45846599774062213,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_v2_pyramid_0049,pyramid_fusion,m4_7_v2_pyramid_pareto,False,437.56501399211356,0.3305297461635974,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
