config_id,model_class,is_pareto,est_lat_4090_ms,est_orin_fp16_ms,est_orin_int8_ms,est_amota,est_params_M,prune_object,prune_rate__backbone,prune_criterion__backbone,q_bits__backbone,q_granularity__backbone,q_object__backbone,d_routing__backbone,prune_rate__encoder,prune_criterion__encoder,q_bits__encoder,q_granularity__encoder,q_object__encoder,d_routing__encoder,prune_rate__decoder,prune_criterion__decoder,q_bits__decoder,q_granularity__decoder,q_object__decoder,d_routing__decoder,prune_rate__heads,prune_criterion__heads,q_bits__heads,q_granularity__heads,q_object__heads,d_routing__heads,prune_rate__v2x_comm,prune_criterion__v2x_comm,q_bits__v2x_comm,q_granularity__v2x_comm,q_object__v2x_comm,d_routing__v2x_comm
p1a_0012,univ2x_full,False,409.42734091316777,,,0.3298678996971363,,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
p1a_0013,univ2x_full,False,400.92606163313405,,,0.3356518506285805,,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
p1a_0014,univ2x_full,False,545.0523617900213,,,0.3075783475145915,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU
p1a_0015,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0016,univ2x_full,False,2297.3542072186638,,,0.3462765847798034,,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU
p1a_0017,univ2x_full,False,528.2546666666666,,,0.3109666666666666,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU
p1a_0018,univ2x_full,True,244.00000000000003,,,0.3613333333333334,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0019,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0020,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
p1a_0021,univ2x_full,False,424.0954029194982,,,0.316215646212121,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU
p1a_0022,univ2x_full,False,422.4666666666667,,,0.2413333333333333,,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU
p1a_0023,univ2x_full,False,424.0954029194982,,,0.316215646212121,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0024,univ2x_full,False,541.8106666666666,,,0.3111333333333333,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU
p1a_0025,univ2x_full,True,244.0,,,0.3613333333333333,,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0026,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
p1a_0027,univ2x_full,False,529.4086666666667,,,0.3148666666666666,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
p1a_0028,univ2x_full,False,422.4666666666667,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
p1a_0029,univ2x_full,False,521.8440423556065,,,0.3020000193746847,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
p1a_0030,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0031,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0032,univ2x_full,False,544.5293333333333,,,0.3234666666666667,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU
p1a_0033,univ2x_full,False,409.42734091316777,,,0.3298678996971363,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0034,univ2x_full,False,409.42734091316777,,,0.3298678996971363,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU
p1a_0035,univ2x_full,True,244.00000000000003,,,0.3613333333333334,,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0036,univ2x_full,False,409.42734091316777,,,0.3298678996971363,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU
p1a_0037,univ2x_full,False,401.9928148462934,,,0.3246593712064531,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0038,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
p1a_0039,univ2x_full,True,244.0,,,0.3613333333333333,,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0040,univ2x_full,False,412.7541238078443,,,0.329054064286953,,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0041,univ2x_full,False,524.7467118588405,,,0.3111000571341067,,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
p1a_0042,univ2x_full,False,422.4666666666667,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
p1a_0043,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0044,univ2x_full,False,409.42734091316777,,,0.3298678996971363,,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0045,univ2x_full,False,422.4666666666667,,,0.2413333333333333,,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU
p1a_0046,univ2x_full,False,544.5293333333333,,,0.3234666666666667,,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU
p1a_0047,univ2x_full,False,422.4666666666667,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU
p1a_0048,univ2x_full,False,397.2797210211711,,,0.3327001046058236,,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
p1a_0049,univ2x_full,False,422.4666666666666,,,0.2413333333333333,,none,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0000,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_pyramid_0001,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU
m4_7_pyramid_0002,pyramid_fusion,False,3.4043376329957957,3.3278155474161744,3.010168375828546,,3.3703688064948616,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0003,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_pyramid_0004,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU
m4_7_pyramid_0005,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0006,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0007,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0008,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0009,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU
m4_7_pyramid_0010,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_pyramid_0011,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0012,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0013,pyramid_fusion,False,2.573976888964404,2.540302518532104,2.238489047561344,,1.2676847465881131,channel,0.5,FPGM,FP16,per-channel,W-only,GPU,0.2,L1,INT8,per-tensor,W+A,GPU,0.4,L1,INT8,per-tensor,W+A,GPU,0.375,L1,FP32,none,none,GPU,0.15,L1,FP16,per-tensor,W+A,GPU
m4_7_pyramid_0014,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0015,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_pyramid_0016,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0017,pyramid_fusion,False,3.625130968453204,3.537215654072598,3.2153582936038583,,3.4557499245375563,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_pyramid_0018,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_pyramid_0019,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0020,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0021,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0022,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU
m4_7_pyramid_0023,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU
m4_7_pyramid_0024,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0025,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU
m4_7_pyramid_0026,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0027,pyramid_fusion,False,2.578019733763603,2.544136747180328,2.2422461853853077,,1.2713802344120737,channel,0.4,FPGM,FP32,none,none,GPU,0.297,L1,INT8,per-channel,W+A,GPU,0.05,L1,FP16,per-channel,W+A,GPU,0.125,L1,FP32,none,none,GPU,0.375,L1,FP32,none,none,GPU
m4_7_pyramid_0028,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_pyramid_0029,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_pyramid_0030,pyramid_fusion,False,2.495171405719005,2.465563502689478,2.1652527309222203,,1.190859356896469,channel,0.75,L1,INT8,per-channel,W-only,GPU,0.8,L1,FP16,per-channel,W+A,GPU,0.7,L1,FP32,none,none,GPU,0.5,L1,FP16,per-channel,W+A,GPU,0.625,L1,FP32,none,none,GPU
m4_7_pyramid_0031,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_pyramid_0032,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU
m4_7_pyramid_0033,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
